Drug_PubChemCID,Drug_ChemicalID,Drug_Name,Ref_Database,Gene Symbol,Target_EntrezID
39042,41859-67-0,Bezafibrate,DrugBank,PPARD,5467
10157080,NA,NA,DrugBank,NOS2,4843
16217434,NA,NA,TTD,PARP1,142
312145,19545-26-7,Wortmannin,DrugBank,PLK1,5347
312145,19545-26-7,Wortmannin,DrugBank,PIK3R1,5295
312145,19545-26-7,Wortmannin,DrugBank,PIK3CA,5290
312145,19545-26-7,Wortmannin,DrugBank,PIK3CG,5294
11957417,NA,NA,DrugBank,CCNA2,890
11957417,NA,NA,DrugBank,CDK2,1017
25174099,NA,NA,DrugBank,MMP8,4317
6857692,NA,NA,DrugBank,F11,2160
2783,37148-27-9,Clenbuterol,DrugBank,TNF,7124
2783,37148-27-9,Clenbuterol,DrugBank,ADRB3,155
2783,37148-27-9,Clenbuterol,DrugBank|KEGG|TTD,ADRB2,154
2783,37148-27-9,Clenbuterol,DrugBank,NGF,4803
2783,37148-27-9,Clenbuterol,DrugBank,ADRB1,153
23724881,NA,NA,KEGG,OPRM1,4988
54684141,NA,NA,KEGG,DHODH,1723
54684141,NA,NA,TTD,HMGCR,3156
3081185,NA,NA,TTD,KCNQ1,3784
4870,NA,NA,DrugBank|KEGG|TTD,SLC12A3,6559
3902,112809-51-5,Letrozole,DrugBank|KEGG|TTD,CYP19A1,1588
31100,NA,NA,KEGG,DRD2,1813
5281855,476-66-4,Ellagic Acid,DrugBank,CSNK2A1,1457
5280531,79-81-2,retinol palmitate,KEGG,RARB,5915
5280531,79-81-2,retinol palmitate,KEGG,RARA,5914
5280531,79-81-2,retinol palmitate,KEGG,RARG,5916
23694217,NA,NA,KEGG,AR,367
46937080,NA,NA,DrugBank,ACHE,43
6323220,NA,NA,DrugBank,NOS3,4846
62920,NA,NA,KEGG,CACNA1F,778
62920,NA,NA,KEGG,CACNA1C,775
62920,NA,NA,KEGG,CACNA1D,776
62920,NA,NA,KEGG,CACNA1S,779
65483,NA,NA,KEGG,OPRM1,4988
65483,NA,NA,KEGG,OPRK1,4986
65483,NA,NA,KEGG,OPRD1,4985
1548885,NA,NA,TTD,AKR1B1,231
23724781,NA,NA,DrugBank,CHRM1,1128
23724781,NA,NA,DrugBank,CHRM2,1129
23724781,NA,NA,DrugBank,CHRM3,1131
5995,57-85-2,Testosterone Propionate,DrugBank|KEGG,AR,367
11992146,NA,NA,DrugBank,MAPKAPK3,7867
11992146,NA,NA,DrugBank,MAPKAPK2,9261
46936298,NA,NA,DrugBank,RAB8B,51762
4369414,NA,NA,DrugBank,CA2,760
46936959,NA,NA,DrugBank,PCTP,58488
47811,66104-22-1,Pergolide,DrugBank,ADRA2C,152
47811,66104-22-1,Pergolide,DrugBank,HTR1B,3351
47811,66104-22-1,Pergolide,DrugBank|KEGG|TTD,DRD2,1813
47811,66104-22-1,Pergolide,DrugBank,HTR2C,3358
47811,66104-22-1,Pergolide,DrugBank,DRD4,1815
47811,66104-22-1,Pergolide,DrugBank,HTR1D,3352
47811,66104-22-1,Pergolide,DrugBank,ADRA1B,147
47811,66104-22-1,Pergolide,DrugBank,HTR1A,3350
47811,66104-22-1,Pergolide,DrugBank,DRD5,1816
47811,66104-22-1,Pergolide,DrugBank,ADRA1D,146
47811,66104-22-1,Pergolide,DrugBank,HTR2B,3357
47811,66104-22-1,Pergolide,DrugBank,DRD3,1814
47811,66104-22-1,Pergolide,DrugBank,ADRA2B,151
47811,66104-22-1,Pergolide,DrugBank,HTR2A,3356
47811,66104-22-1,Pergolide,DrugBank,ADRA1A,148
47811,66104-22-1,Pergolide,DrugBank|KEGG|TTD,DRD1,1812
47811,66104-22-1,Pergolide,DrugBank,ADRA2A,150
6918253,NA,NA,TTD,DHODH,1723
5289289,NA,NA,DrugBank,MAOB,4129
46936378,NA,NA,DrugBank,SLC25A4,291
60919,NA,NA,DrugBank,AGTR2,186
60919,NA,NA,DrugBank|TTD,AGTR1,185
16130644,NA,NA,DrugBank,SERPINA5,5104
64119,NA,NA,KEGG,PDE4A,5141
64119,NA,NA,KEGG,PDE1B,5153
64119,NA,NA,KEGG,PDE1C,5137
64119,NA,NA,KEGG,PDE4B,5142
64119,NA,NA,KEGG,PDE8A,5151
64119,NA,NA,KEGG,ADORA2B,136
64119,NA,NA,KEGG,PDE7B,27115
64119,NA,NA,KEGG,PDE2A,5138
64119,NA,NA,KEGG,PDE3B,5140
64119,NA,NA,KEGG,PDE4C,5143
64119,NA,NA,KEGG,PDE3A,5139
64119,NA,NA,KEGG,PDE11A,50940
64119,NA,NA,KEGG,PDE8B,8622
64119,NA,NA,KEGG,PDE1A,5136
64119,NA,NA,KEGG,ADORA1,134
64119,NA,NA,KEGG,PDE10A,10846
64119,NA,NA,KEGG,ADORA2A,135
64119,NA,NA,KEGG,PDE7A,5150
64119,NA,NA,KEGG,PDE4D,5144
11840941,NA,NA,DrugBank,CASP1,834
5748376,NA,NA,DrugBank,RNASE1,6035
5311067,382-67-2,Desoximetasone,DrugBank|KEGG,NR3C1,2908
5311067,382-67-2,Desoximetasone,TTD,PLA2G1B,5319
23015,NA,NA,TTD,GCGR,2642
121396,NA,NA,DrugBank|KEGG|TTD,CPS1,1373
46936572,NA,NA,DrugBank,HSP90AA1,3320
46936666,NA,NA,DrugBank,ACADM,34
46936510,NA,NA,DrugBank,PPP1CC,5501
9458,322-79-2,triflusal,KEGG,PTGS1,5742
23897,7416-34-4,Molindone,DrugBank|KEGG|TTD,DRD2,1813
23897,7416-34-4,Molindone,DrugBank,CHRM1,1128
23897,7416-34-4,Molindone,DrugBank,HTR1A,3350
23897,7416-34-4,Molindone,DrugBank,HTR2A,3356
446504,NA,NA,DrugBank,MMP12,4321
446504,NA,NA,DrugBank,MMP1,4312
54678486,81-81-2,Warfarin,KEGG,NQO1,1728
54678486,81-81-2,Warfarin,KEGG,VKORC1,79001
5489450,NA,NA,TTD,CCKAR,886
36431,NA,NA,KEGG,HTR1A,3350
6433735,NA,NA,TTD,VDR,7421
3380,1622-62-4,Flunitrazepam,KEGG,GABRE,2564
3380,1622-62-4,Flunitrazepam,KEGG,GABRB2,2561
3380,1622-62-4,Flunitrazepam,KEGG,GABRG1,2565
3380,1622-62-4,Flunitrazepam,KEGG,GABRG2,2566
3380,1622-62-4,Flunitrazepam,KEGG,GABRQ,55879
3380,1622-62-4,Flunitrazepam,KEGG,GABRA1,2554
3380,1622-62-4,Flunitrazepam,KEGG,GABRD,2563
3380,1622-62-4,Flunitrazepam,KEGG,GABRB3,2562
3380,1622-62-4,Flunitrazepam,DrugBank|KEGG,GABRA6,2559
3380,1622-62-4,Flunitrazepam,KEGG,GABRP,2568
3380,1622-62-4,Flunitrazepam,DrugBank,TSPO,706
3380,1622-62-4,Flunitrazepam,DrugBank|KEGG,GABRA3,2556
3380,1622-62-4,Flunitrazepam,KEGG,GABRB1,2560
3380,1622-62-4,Flunitrazepam,DrugBank|KEGG,GABRA2,2555
3380,1622-62-4,Flunitrazepam,DrugBank|KEGG,GABRA5,2558
3380,1622-62-4,Flunitrazepam,DrugBank|KEGG,GABRA4,2557
3380,1622-62-4,Flunitrazepam,KEGG,GABRG3,2567
5281106,NA,NA,DrugBank|TTD,PTGS2,5743
5281106,NA,NA,DrugBank,PTGS1,5742
9881504,NA,NA,KEGG,SCN1A,6323
9881504,NA,NA,KEGG,SCN5A,6331
9881504,NA,NA,KEGG,SCN8A,6334
9881504,NA,NA,KEGG,SCN9A,6335
9881504,NA,NA,KEGG,SCN4A,6329
9881504,NA,NA,KEGG,SCN2A,6326
9881504,NA,NA,KEGG,SCN3A,6328
68539,NA,NA,KEGG,SLC6A4,6532
68539,NA,NA,KEGG,SLC6A2,6530
15953860,NA,NA,DrugBank,DPP4,1803
70119,NA,NA,DrugBank,ADH1C,126
130564,NA,NA,KEGG,ATP4A,495
130564,NA,NA,KEGG,ATP4B,496
6323362,NA,NA,DrugBank,MIF,4282
38521,NA,NA,DrugBank,SLC6A2,6530
119828,NA,NA,DrugBank,LTF,4057
119828,NA,NA,KEGG,PTGS2,5743
4470566,NA,NA,DrugBank,TNFRSF1A,7132
896,73-31-4,Melatonin,DrugBank|KEGG,MTNR1B,4544
896,73-31-4,Melatonin,DrugBank,NQO2,4835
896,73-31-4,Melatonin,DrugBank,CALM1,801
896,73-31-4,Melatonin,DrugBank,ASMT,438
896,73-31-4,Melatonin,DrugBank,CALM3,808
896,73-31-4,Melatonin,DrugBank,EPX,8288
896,73-31-4,Melatonin,DrugBank,MPO,4353
896,73-31-4,Melatonin,DrugBank,CALM2,805
896,73-31-4,Melatonin,DrugBank,CALR,811
896,73-31-4,Melatonin,DrugBank,ESR1,2099
896,73-31-4,Melatonin,DrugBank|KEGG|TTD,MTNR1A,4543
56603700,NA,NA,TTD,ADRB2,154
5593,1508-75-4,Tropicamide,DrugBank|KEGG,CHRM1,1128
5593,1508-75-4,Tropicamide,DrugBank|KEGG|TTD,CHRM4,1132
5593,1508-75-4,Tropicamide,KEGG,CHRM5,1133
5593,1508-75-4,Tropicamide,DrugBank|KEGG,CHRM2,1129
5593,1508-75-4,Tropicamide,DrugBank|KEGG,CHRM3,1131
11651760,NA,NA,DrugBank,BACE1,23621
6918194,NA,NA,TTD,HTR3A,3359
8520,NA,NA,KEGG,CHRM1,1128
8520,NA,NA,KEGG,CHRM4,1132
8520,NA,NA,KEGG,CHRM5,1133
8520,NA,NA,KEGG,CHRM2,1129
8520,NA,NA,KEGG,CHRM3,1131
3672,15687-27-1,Ibuprofen,DrugBank,PPARG,5468
3672,15687-27-1,Ibuprofen,DrugBank,CFTR,1080
3672,15687-27-1,Ibuprofen,DrugBank,PLAT,5327
3672,15687-27-1,Ibuprofen,DrugBank|KEGG|TTD,PTGS2,5743
3672,15687-27-1,Ibuprofen,DrugBank,FABP2,2169
3672,15687-27-1,Ibuprofen,DrugBank,BCL2,596
3672,15687-27-1,Ibuprofen,DrugBank|KEGG,PTGS1,5742
3672,15687-27-1,Ibuprofen,DrugBank,THBD,7056
4934,298-50-0,Propantheline,DrugBank,CHRM1,1128
219100,NA,NA,TTD,SPHK1,8877
219100,NA,NA,DrugBank,ENOX2,10495
219100,NA,NA,TTD,SPHK2,56848
2165,86-42-0,Amodiaquine,DrugBank|TTD,HNMT,3176
24762195,NA,NA,DrugBank,PRKACA,5566
24762195,NA,NA,DrugBank,PKIA,5569
166551,NA,NA,KEGG,ADRB3,155
166551,NA,NA,KEGG,ADRB2,154
166551,NA,NA,KEGG,ADRA1B,147
166551,NA,NA,KEGG,ADRA1D,146
166551,NA,NA,KEGG,ADRB1,153
166551,NA,NA,KEGG,ADRA1A,148
121938,NA,NA,DrugBank,PNMT,5409
445967,NA,NA,DrugBank,CDK2,1017
5282139,NA,NA,KEGG,HRH1,3269
3609,NA,NA,KEGG,ADRB2,154
10708341,NA,NA,DrugBank,GSR,2936
25127112,NA,NA,KEGG,JAK1,3716
25127112,NA,NA,KEGG|TTD,JAK2,3717
61100,NA,NA,KEGG,MAOA,4128
61100,NA,NA,KEGG,MAOB,4129
25134250,NA,NA,DrugBank,BACE1,23621
5280961,446-72-0,Genistein,TTD,PPARG,5468
5280961,446-72-0,Genistein,DrugBank,ESR2,2100
5280961,446-72-0,Genistein,DrugBank,TOP2A,7153
5280961,446-72-0,Genistein,DrugBank,PTK2B,2185
5280961,446-72-0,Genistein,DrugBank,NCOA1,8648
5280961,446-72-0,Genistein,DrugBank,ESR1,2099
5280961,446-72-0,Genistein,DrugBank,NCOA2,10499
1102,124-20-9,Spermidine,DrugBank,TXNRD1,7296
7027,NA,NA,DrugBank,LCT,3938
13017,NA,NA,DrugBank,ADH4,127
13017,NA,NA,DrugBank,ADH1C,126
23644280,NA,NA,DrugBank,HMOX1,3162
1478,NA,NA,DrugBank,PYGM,5837
6419941,NA,NA,KEGG,CHRM1,1128
6419941,NA,NA,KEGG,CHRM4,1132
6419941,NA,NA,KEGG,CHRM5,1133
6419941,NA,NA,KEGG,CHRM2,1129
6419941,NA,NA,KEGG,CHRM3,1131
2541,139481-59-7,candesartan,DrugBank|KEGG|TTD,AGTR1,185
5282379,4759-48-2,Isotretinoin,KEGG,RARB,5915
5282379,4759-48-2,Isotretinoin,KEGG,RARA,5914
5282379,4759-48-2,Isotretinoin,KEGG,RARG,5916
133021,NA,NA,DrugBank,PLA2G2E,30814
133021,NA,NA,DrugBank|TTD,ALOX5,240
133021,NA,NA,DrugBank,PTGS2,5743
36131,NA,NA,KEGG,SCN1A,6323
36131,NA,NA,KEGG,SCN5A,6331
36131,NA,NA,KEGG,SCN8A,6334
36131,NA,NA,KEGG,SCN9A,6335
36131,NA,NA,KEGG,SCN4A,6329
36131,NA,NA,KEGG,SCN2A,6326
36131,NA,NA,KEGG,SCN3A,6328
39186,42399-41-7,Diltiazem,KEGG,CACNA1F,778
39186,42399-41-7,Diltiazem,DrugBank|TTD,CACNG1,786
39186,42399-41-7,Diltiazem,KEGG,CACNA1C,775
39186,42399-41-7,Diltiazem,KEGG,CACNA1D,776
39186,42399-41-7,Diltiazem,KEGG,CACNA1S,779
39186,42399-41-7,Diltiazem,TTD,CACNA2D1,781
44631903,NA,NA,DrugBank,MAPKAPK2,9261
157052,NA,NA,DrugBank,IL1B,3553
3345,437-38-7,Fentanyl,DrugBank|KEGG|TTD,OPRM1,4988
3345,437-38-7,Fentanyl,DrugBank,OPRK1,4986
3345,437-38-7,Fentanyl,DrugBank,OPRD1,4985
156413,289499-45-2,Canertinib,TTD,AKT1,207
156413,289499-45-2,Canertinib,TTD,AKT2,208
156413,289499-45-2,Canertinib,TTD,ERBB2,2064
156413,289499-45-2,Canertinib,TTD,ERBB4,2066
156413,289499-45-2,Canertinib,TTD,EGFR,1956
156413,289499-45-2,Canertinib,TTD,AKT3,10000
4839,82-98-4,piperidolate,KEGG,CHRM1,1128
4839,82-98-4,piperidolate,KEGG,CHRM4,1132
4839,82-98-4,piperidolate,KEGG,CHRM5,1133
4839,82-98-4,piperidolate,KEGG,CHRM2,1129
4839,82-98-4,piperidolate,KEGG,CHRM3,1131
5326966,NA,NA,DrugBank,ACHE,43
51353551,NA,NA,TTD,CCKAR,886
101532,NA,NA,KEGG,ADRA2C,152
101532,NA,NA,KEGG,ADRA1B,147
101532,NA,NA,KEGG,ADRA1D,146
101532,NA,NA,KEGG,ADRA2B,151
101532,NA,NA,KEGG,ADRA1A,148
101532,NA,NA,KEGG,ADRA2A,150
5351,NA,NA,TTD,MPI,4351
46936456,NA,NA,DrugBank,FABP6,2172
9690123,NA,NA,TTD,CHRM1,1128
9690123,NA,NA,TTD,CHRM3,1131
46936829,NA,NA,DrugBank,CELA1,1990
46936829,NA,NA,DrugBank,ELANE,1991
208902,NA,NA,DrugBank|KEGG|TTD,MTNR1B,4544
208902,NA,NA,DrugBank|KEGG|TTD,MTNR1A,4543
115100,NA,NA,DrugBank,TNF,7124
115100,NA,NA,DrugBank,RNASE3,6037
115100,NA,NA,DrugBank,CYSLTR1,10800
115100,NA,NA,DrugBank,MUC2,4583
115100,NA,NA,DrugBank,NFKB1,4790
115100,NA,NA,DrugBank,IL5,3567
5327012,NA,NA,DrugBank,PNP,4860
4369393,NA,NA,DrugBank,AMY2A,279
5826,51-64-9,Dextroamphetamine,DrugBank|KEGG,SLC6A3,6531
5826,51-64-9,Dextroamphetamine,DrugBank|TTD,ADRA1B,147
5826,51-64-9,Dextroamphetamine,KEGG,SLC6A4,6532
5826,51-64-9,Dextroamphetamine,DrugBank,TAAR1,134864
5826,51-64-9,Dextroamphetamine,DrugBank,SLC18A2,6571
5826,51-64-9,Dextroamphetamine,DrugBank,ADRA1A,148
5826,51-64-9,Dextroamphetamine,DrugBank|KEGG,SLC6A2,6530
66259,NA,NA,KEGG,ADRA1B,147
66259,NA,NA,KEGG,ADRA1D,146
66259,NA,NA,KEGG,ADRA1A,148
446308,NA,NA,DrugBank,PLA2G2A,5320
10180,479-50-5,Lucanthone,DrugBank,APEX1,328
10180,479-50-5,Lucanthone,TTD,TOP2B,7155
10180,479-50-5,Lucanthone,DrugBank|TTD,TOP2A,7153
10180,479-50-5,Lucanthone,DrugBank,TOP1,7150
57030,96187-53-0,brequinar,DrugBank,DHODH,1723
46937052,NA,NA,DrugBank,PRKACA,5566
15606,NA,NA,DrugBank,LCN2,3934
3652,118-42-3,Hydroxychloroquine,DrugBank|TTD,TLR7,51284
3652,118-42-3,Hydroxychloroquine,DrugBank,TLR9,54106
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRE,2564
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRB2,2561
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRG1,2565
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRG2,2566
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRQ,55879
3373,78755-81-4,Flumazenil,DrugBank|KEGG|TTD,GABRA1,2554
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRD,2563
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRB3,2562
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRA6,2559
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRP,2568
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRA3,2556
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRB1,2560
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRA2,2555
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRA5,2558
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRA4,2557
3373,78755-81-4,Flumazenil,DrugBank|KEGG,GABRG3,2567
448545,NA,NA,TTD,FNTA,2339
5248,NA,NA,DrugBank,PROC,5624
5248,NA,NA,DrugBank,PROS1,5627
5282483,NA,NA,KEGG,DRD2,1813
5282483,NA,NA,KEGG,DRD1,1812
46936727,NA,NA,DrugBank,MAT1A,4143
9799221,NA,NA,TTD,HDAC1,3065
5289214,NA,NA,DrugBank,F7,2155
5567,749-13-3,Trifluperidol,KEGG,DRD2,1813
9819610,NA,NA,DrugBank,GCK,2645
11350701,NA,NA,KEGG,PPARA,5465
12793,NA,NA,DrugBank,SRC,6714
11963552,NA,NA,DrugBank,HSP90AB1,3326
5282494,NA,NA,KEGG,NR3C1,2908
5321765,NA,NA,DrugBank,PLA2G2E,30814
11441375,NA,NA,DrugBank,KDR,3791
46936394,NA,NA,DrugBank,HMOX1,3162
46936690,NA,NA,DrugBank,PLA2G2A,5320
72075,NA,NA,KEGG,HRH1,3269
6241,NA,NA,KEGG,PDE4A,5141
6241,NA,NA,KEGG,PDE1B,5153
6241,NA,NA,KEGG,PDE1C,5137
6241,NA,NA,KEGG,PDE4B,5142
6241,NA,NA,KEGG,PDE8A,5151
6241,NA,NA,KEGG,ADORA2B,136
6241,NA,NA,KEGG,PDE7B,27115
6241,NA,NA,KEGG,PDE2A,5138
6241,NA,NA,KEGG,PDE3B,5140
6241,NA,NA,KEGG,PDE4C,5143
6241,NA,NA,KEGG,PDE3A,5139
6241,NA,NA,KEGG,PDE11A,50940
6241,NA,NA,KEGG,PDE8B,8622
6241,NA,NA,KEGG,PDE1A,5136
6241,NA,NA,KEGG,ADORA1,134
6241,NA,NA,KEGG,PDE10A,10846
6241,NA,NA,KEGG,ADORA2A,135
6241,NA,NA,KEGG,PDE7A,5150
6241,NA,NA,KEGG,PDE4D,5144
174697,NA,NA,KEGG,HRH1,3269
447873,NA,NA,DrugBank,MAPK10,5602
6102530,NA,NA,DrugBank,RNASE2,6036
6102530,NA,NA,DrugBank,RNASE1,6035
6102530,NA,NA,DrugBank,RNASE3,6037
4919,77-37-2,Procyclidine,DrugBank|KEGG,CHRM1,1128
4919,77-37-2,Procyclidine,DrugBank|KEGG,CHRM4,1132
4919,77-37-2,Procyclidine,KEGG,CHRM5,1133
4919,77-37-2,Procyclidine,DrugBank|KEGG,CHRM2,1129
4919,77-37-2,Procyclidine,DrugBank|KEGG,CHRM3,1131
6398473,NA,NA,TTD,CNR1,1268
21115,NA,NA,KEGG,NR3C1,2908
25113181,NA,NA,DrugBank,MET,4233
11235729,NA,NA,DrugBank,DPP4,1803
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRE,2564
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRB2,2561
4192,59467-70-8,Midazolam,DrugBank,GABRR3,200959
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRG1,2565
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRG2,2566
4192,59467-70-8,Midazolam,DrugBank,GABRR2,2570
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRQ,55879
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRA1,2554
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRD,2563
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRB3,2562
4192,59467-70-8,Midazolam,DrugBank,GABRR1,2569
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRA6,2559
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRP,2568
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRA3,2556
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRB1,2560
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRA2,2555
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRA5,2558
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRA4,2557
4192,59467-70-8,Midazolam,DrugBank|KEGG,GABRG3,2567
17755582,NA,NA,DrugBank,HSP90AA1,3320
444849,NA,NA,DrugBank,CA2,760
654376,NA,NA,DrugBank,PKM,5315
11273,566-48-3,formestane,KEGG,CYP19A1,1588
441361,NA,NA,TTD,ODC1,4953
11524144,NA,NA,DrugBank,ACVR1,90
11524144,NA,NA,DrugBank,FKBP1A,2280
46936347,NA,NA,DrugBank,HCN2,610
46936347,NA,NA,DrugBank,PDE2A,5138
46936347,NA,NA,DrugBank,PRKAR1A,5573
71387,NA,NA,KEGG,NR3C1,2908
2059510,NA,NA,DrugBank,CHEK1,1111
22529,6153-33-9,diazoline,KEGG,HRH1,3269
23724859,NA,NA,KEGG,KDR,3791
23724859,NA,NA,KEGG,FLT4,2324
23724859,NA,NA,KEGG,FLT1,2321
23724859,NA,NA,KEGG,KIT,3815
23724859,NA,NA,KEGG,PDGFRB,5159
33625,26844-12-2,Indoramin,KEGG,ADRA1B,147
33625,26844-12-2,Indoramin,KEGG,ADRA1D,146
33625,26844-12-2,Indoramin,KEGG,ADRA1A,148
24941248,NA,NA,DrugBank,PLK1,5347
448457,41598-07-6,Prostaglandin D2,DrugBank,AKR1C3,8644
50515,NA,NA,DrugBank,TOP2B,7155
50515,NA,NA,DrugBank,TOP2A,7153
5362436,NA,NA,KEGG|TTD,HTR4,3360
65335,NA,NA,KEGG,P2RY12,64805
71421,NA,NA,KEGG,OPRM1,4988
54687412,NA,NA,KEGG,PTGS2,5743
54687412,NA,NA,KEGG,PTGS1,5742
1990,NA,NA,DrugBank,MMP12,4321
9926143,NA,NA,TTD,DRD4,1815
7699,NA,NA,DrugBank|TTD,SCN5A,6331
12308870,NA,NA,DrugBank,AHCY,191
123920,NA,NA,DrugBank,PNMT,5409
5192,111-20-6,sebacic acid,DrugBank,HBB,3043
5192,111-20-6,sebacic acid,DrugBank,HBA1,3039
5192,111-20-6,sebacic acid,DrugBank,HBA2,3040
446978,NA,NA,DrugBank,PRSS1,5644
4927,60-87-7,Promethazine,DrugBank,DRD2,1813
4927,60-87-7,Promethazine,DrugBank,CALM1,801
4927,60-87-7,Promethazine,DrugBank,CHRM1,1128
4927,60-87-7,Promethazine,DrugBank,CALM3,808
4927,60-87-7,Promethazine,DrugBank,CHRM4,1132
4927,60-87-7,Promethazine,DrugBank,CALM2,805
4927,60-87-7,Promethazine,DrugBank,CHRM5,1133
4927,60-87-7,Promethazine,DrugBank,HTR2A,3356
4927,60-87-7,Promethazine,DrugBank,CHRM2,1129
4927,60-87-7,Promethazine,DrugBank,ADRA1A,148
4927,60-87-7,Promethazine,DrugBank,CHRM3,1131
4927,60-87-7,Promethazine,DrugBank|KEGG|TTD,HRH1,3269
5288147,NA,NA,DrugBank,CTSB,1508
5288147,NA,NA,DrugBank,CTSH,1512
518601,NA,NA,TTD,GABRA1,2554
42642645,NA,NA,TTD,KDR,3791
42642645,NA,NA,TTD,MET,4233
16137271,NA,NA,TTD,INSR,3643
41022,NA,NA,KEGG,SCN1A,6323
41022,NA,NA,KEGG,SCN5A,6331
41022,NA,NA,KEGG,SCN8A,6334
41022,NA,NA,KEGG,KCNH7,90134
41022,NA,NA,KEGG,KCND3,3752
41022,NA,NA,KEGG,KCNH2,3757
41022,NA,NA,KEGG,KCNH6,81033
41022,NA,NA,KEGG,SCN9A,6335
41022,NA,NA,KEGG,SCN4A,6329
41022,NA,NA,KEGG,SCN2A,6326
41022,NA,NA,KEGG,SCN3A,6328
108045,NA,NA,TTD,GRIN2B,2904
11464526,NA,NA,DrugBank,CTSK,1513
1523687,NA,NA,DrugBank,MBL2,4153
447371,NA,NA,DrugBank,PCK1,5105
46937033,NA,NA,DrugBank,MAP2K1,5604
7970,108-99-6,3-methylpyridine,DrugBank,MMP3,4314
7970,108-99-6,3-methylpyridine,DrugBank,MMP13,4322
447872,NA,NA,DrugBank,MAPK10,5602
23644059,NA,NA,TTD,MS4A1,931
5289419,NA,NA,DrugBank,CDK1,983
5289419,NA,NA,DrugBank,CDK5,1020
5289419,NA,NA,DrugBank,CDK2,1017
17275,NA,NA,KEGG|TTD,HRH1,3269
446399,NA,NA,DrugBank,PRSS1,5644
46936905,NA,NA,DrugBank,CTDSP1,58190
46936746,NA,NA,DrugBank,PYGM,5837
11979006,NA,NA,DrugBank,F10,2159
25174101,NA,NA,DrugBank,MAPK14,1432
25174101,NA,NA,DrugBank,SRC,6714
3020376,NA,NA,KEGG,SLC6A4,6532
441310,NA,NA,KEGG,CHRNA7,1139
441310,NA,NA,KEGG,CHRNA9,55584
441310,NA,NA,KEGG,CHRND,1144
441310,NA,NA,KEGG,CHRNB2,1141
441310,NA,NA,KEGG,CHRNA6,8973
441310,NA,NA,KEGG,CHRNA2,1135
441310,NA,NA,KEGG,CHRNB1,1140
441310,NA,NA,KEGG,CHRNA1,1134
441310,NA,NA,KEGG,CHRNA4,1137
441310,NA,NA,KEGG,CHRNA5,1138
441310,NA,NA,KEGG,CHRNA10,57053
441310,NA,NA,KEGG,CHRNB3,1142
441310,NA,NA,KEGG,CHRNE,1145
441310,NA,NA,KEGG,CHRNG,1146
441310,NA,NA,KEGG,CHRNA3,1136
441310,NA,NA,KEGG,CHRNB4,1143
44129623,NA,NA,DrugBank,LTA4H,4048
25161177,NA,NA,TTD,RAF1,5894
9844011,NA,NA,DrugBank,CHEK1,1111
4158,113-45-1,Methylphenidate,DrugBank|TTD,SLC6A3,6531
4158,113-45-1,Methylphenidate,DrugBank,SLC6A4,6532
4158,113-45-1,Methylphenidate,DrugBank,SLC6A2,6530
16204922,NA,NA,KEGG,NQO1,1728
16204922,NA,NA,KEGG,VKORC1,79001
68740,NA,NA,DrugBank,GGPS1,9453
68740,NA,NA,DrugBank|KEGG|TTD,FDPS,2224
44153089,NA,NA,TTD,PDE4A,5141
44153089,NA,NA,TTD,CDK4,1019
44153089,NA,NA,TTD,PDE4B,5142
44153089,NA,NA,TTD,PDE4C,5143
44153089,NA,NA,TTD,PDE4D,5144
44153089,NA,NA,TTD,CDK2,1017
44153089,NA,NA,TTD,CDK6,1021
71364,NA,NA,DrugBank,ANPEP,290
71364,NA,NA,DrugBank|TTD,BDKRB2,624
644241,NA,NA,KEGG,PDGFRA,5156
644241,NA,NA,TTD,ABL2,27
644241,NA,NA,DrugBank|KEGG|TTD,ABL1,25
